Comunidades autónomas;Tipología penal;Sexo;periodo;Total
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;2020;2.598
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;2019;2.396
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;2018;2.094
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;2017;1.989
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;2016;1.930
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;2015;2.036
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;2014;2.232
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;2013;2.653
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;2012;2.748
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;2011;3.011
TOTAL NACIONAL;2.1.-Malos tratos habituales en el ámbito familiar;Ambos sexos;2010;2.498
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;2023;9.881
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;2022;8.454
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;2021;7.705
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;2020;6.574
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;2019;4.567
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;2018;4.044
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;2017;3.724
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;2016;3.367
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;2015;2.783
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;2014;2.462
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;2013;2.919
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;2012;2.868
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;2011;3.284
TOTAL NACIONAL;2.2.-Otros contra la libertad;Masculino;2010;2.733
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;2023;2.140
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;2022;1.912
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;2021;1.714
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;2020;1.571
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;2019;1.056
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;2018;1.023
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;2017;963
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;2016;840
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;2015;513
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;2014;425
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;2013;519
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;2012;510
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;2011;504
TOTAL NACIONAL;2.2.-Otros contra la libertad;Femenino;2010;322
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;2023;12.021
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;2022;10.366
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;2021;9.419
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;2020;8.145
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;2019;5.623
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;2018;5.067
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;2017;4.687
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;2016;4.207
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;2015;3.296
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;2014;2.887
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;2013;3.438
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;2012;3.378
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;2011;3.788
TOTAL NACIONAL;2.2.-Otros contra la libertad;Ambos sexos;2010;3.055
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;2023;4.782
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;2022;3.963
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;2021;3.470
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;2020;2.517
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;2019;2.373
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;2018;2.109
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;2017;1.650
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;2016;1.501
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;2015;1.367
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;2014;1.485
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;2013;1.629
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;2012;1.770
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;2011;2.046
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Masculino;2010;1.848
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Femenino;2023;354
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Femenino;2022;220
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Femenino;2021;135
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Femenino;2020;105
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Femenino;2019;104
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Femenino;2018;121
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Femenino;2017;125
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Femenino;2016;122
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Femenino;2015;129
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Femenino;2014;199
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Femenino;2013;214
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Femenino;2012;225
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Femenino;2011;242
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Femenino;2010;295
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Ambos sexos;2023;5.136
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Ambos sexos;2022;4.183
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Ambos sexos;2021;3.605
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Ambos sexos;2020;2.622
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Ambos sexos;2019;2.477
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Ambos sexos;2018;2.230
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Ambos sexos;2017;1.775
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Ambos sexos;2016;1.623
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Ambos sexos;2015;1.496
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Ambos sexos;2014;1.684
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Ambos sexos;2013;1.843
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Ambos sexos;2012;1.995
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Ambos sexos;2011;2.288
TOTAL NACIONAL;3. LIBERTAD SEXUAL;Ambos sexos;2010;2.143
TOTAL NACIONAL;3.1.-Agresión sexual;Masculino;2023;2.964
TOTAL NACIONAL;3.1.-Agresión sexual;Masculino;2022;2.517
TOTAL NACIONAL;3.1.-Agresión sexual;Masculino;2021;2.163
TOTAL NACIONAL;3.1.-Agresión sexual;Masculino;2020;1.495
TOTAL NACIONAL;3.1.-Agresión sexual;Masculino;2019;1.490
TOTAL NACIONAL;3.1.-Agresión sexual;Masculino;2018;1.304
TOTAL NACIONAL;3.1.-Agresión sexual;Masculino;2017;960
TOTAL NACIONAL;3.1.-Agresión sexual;Masculino;2016;864
TOTAL NACIONAL;3.1.-Agresión sexual;Masculino;2015;745
TOTAL NACIONAL;3.1.-Agresión sexual;Masculino;2014;811
TOTAL NACIONAL;3.1.-Agresión sexual;Masculino;2013;842
TOTAL NACIONAL;3.1.-Agresión sexual;Masculino;2012;961
TOTAL NACIONAL;3.1.-Agresión sexual;Masculino;2011;1.094
TOTAL NACIONAL;3.1.-Agresión sexual;Masculino;2010;938
TOTAL NACIONAL;3.1.-Agresión sexual;Femenino;2023;161
TOTAL NACIONAL;3.1.-Agresión sexual;Femenino;2022;101
TOTAL NACIONAL;3.1.-Agresión sexual;Femenino;2021;25
TOTAL NACIONAL;3.1.-Agresión sexual;Femenino;2020;25
TOTAL NACIONAL;3.1.-Agresión sexual;Femenino;2019;19
TOTAL NACIONAL;3.1.-Agresión sexual;Femenino;2018;16
TOTAL NACIONAL;3.1.-Agresión sexual;Femenino;2017;10
TOTAL NACIONAL;3.1.-Agresión sexual;Femenino;2016;13
TOTAL NACIONAL;3.1.-Agresión sexual;Femenino;2015;10
TOTAL NACIONAL;3.1.-Agresión sexual;Femenino;2014;7
TOTAL NACIONAL;3.1.-Agresión sexual;Femenino;2013;13
TOTAL NACIONAL;3.1.-Agresión sexual;Femenino;2012;17
TOTAL NACIONAL;3.1.-Agresión sexual;Femenino;2011;11
TOTAL NACIONAL;3.1.-Agresión sexual;Femenino;2010;13
TOTAL NACIONAL;3.1.-Agresión sexual;Ambos sexos;2023;3.125
TOTAL NACIONAL;3.1.-Agresión sexual;Ambos sexos;2022;2.618
TOTAL NACIONAL;3.1.-Agresión sexual;Ambos sexos;2021;2.188
TOTAL NACIONAL;3.1.-Agresión sexual;Ambos sexos;2020;1.520
TOTAL NACIONAL;3.1.-Agresión sexual;Ambos sexos;2019;1.509
TOTAL NACIONAL;3.1.-Agresión sexual;Ambos sexos;2018;1.320
TOTAL NACIONAL;3.1.-Agresión sexual;Ambos sexos;2017;970
TOTAL NACIONAL;3.1.-Agresión sexual;Ambos sexos;2016;877
TOTAL NACIONAL;3.1.-Agresión sexual;Ambos sexos;2015;755
TOTAL NACIONAL;3.1.-Agresión sexual;Ambos sexos;2014;818
TOTAL NACIONAL;3.1.-Agresión sexual;Ambos sexos;2013;855
TOTAL NACIONAL;3.1.-Agresión sexual;Ambos sexos;2012;978
TOTAL NACIONAL;3.1.-Agresión sexual;Ambos sexos;2011;1.105
TOTAL NACIONAL;3.1.-Agresión sexual;Ambos sexos;2010;951
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Masculino;2023;1.277
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Masculino;2022;1.034
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Masculino;2021;920
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Masculino;2020;691
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Masculino;2019;553
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Masculino;2018;506
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Masculino;2017;388
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Masculino;2016;373
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Masculino;2015;336
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Masculino;2014;364
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Masculino;2013;434
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Masculino;2012;433
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Masculino;2011;528
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Masculino;2010;502
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Femenino;2023;49
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Femenino;2022;28
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Femenino;2021;19
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Femenino;2020;12
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Femenino;2019;4
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Femenino;2018;10
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Femenino;2017;5
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Femenino;2016;3
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Femenino;2015;5
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Femenino;2014;5
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Femenino;2013;4
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Femenino;2012;14
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Femenino;2011;6
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Femenino;2010;7
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Ambos sexos;2023;1.326
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Ambos sexos;2022;1.062
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Ambos sexos;2021;939
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Ambos sexos;2020;703
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Ambos sexos;2019;557
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Ambos sexos;2018;516
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Ambos sexos;2017;393
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Ambos sexos;2016;376
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Ambos sexos;2015;341
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Ambos sexos;2014;369
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Ambos sexos;2013;438
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Ambos sexos;2012;447
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Ambos sexos;2011;534
TOTAL NACIONAL;3.2.-Agresión sexual con penetración;Ambos sexos;2010;509
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Masculino;2023;31
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Masculino;2022;43
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Masculino;2021;45
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Masculino;2020;20
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Masculino;2019;19
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Masculino;2018;23
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Masculino;2017;44
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Masculino;2016;38
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Masculino;2015;27
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Masculino;2014;32
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Masculino;2013;35
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Masculino;2012;41
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Masculino;2011;37
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Masculino;2010;30
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Femenino;2023;5
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Femenino;2022;9
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Femenino;2021;8
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Femenino;2020;3
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Femenino;2019;2
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Femenino;2018;3
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Femenino;2017;9
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Femenino;2016;5
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Femenino;2015;9
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Femenino;2014;10
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Femenino;2013;13
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Femenino;2012;13
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Femenino;2011;16
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Femenino;2010;21
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Ambos sexos;2023;36
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Ambos sexos;2022;52
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Ambos sexos;2021;53
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Ambos sexos;2020;23
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Ambos sexos;2019;21
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Ambos sexos;2018;26
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Ambos sexos;2017;53
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Ambos sexos;2016;43
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Ambos sexos;2015;36
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Ambos sexos;2014;42
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Ambos sexos;2013;48
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Ambos sexos;2012;54
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Ambos sexos;2011;53
TOTAL NACIONAL;3.3.-Corrupción de menores o incapacitados;Ambos sexos;2010;51
TOTAL NACIONAL;3.4.-Pornografía de menores;Masculino;2023;80
TOTAL NACIONAL;3.4.-Pornografía de menores;Masculino;2022;58
TOTAL NACIONAL;3.4.-Pornografía de menores;Masculino;2021;73
TOTAL NACIONAL;3.4.-Pornografía de menores;Masculino;2020;64
TOTAL NACIONAL;3.4.-Pornografía de menores;Masculino;2019;73
TOTAL NACIONAL;3.4.-Pornografía de menores;Masculino;2018;71
TOTAL NACIONAL;3.4.-Pornografía de menores;Masculino;2017;35
TOTAL NACIONAL;3.4.-Pornografía de menores;Masculino;2016;35
TOTAL NACIONAL;3.4.-Pornografía de menores;Masculino;2015;42
TOTAL NACIONAL;3.4.-Pornografía de menores;Masculino;2014;45
TOTAL NACIONAL;3.4.-Pornografía de menores;Masculino;2013;31
TOTAL NACIONAL;3.4.-Pornografía de menores;Masculino;2012;37
TOTAL NACIONAL;3.4.-Pornografía de menores;Masculino;2011;39
TOTAL NACIONAL;3.4.-Pornografía de menores;Masculino;2010;39
TOTAL NACIONAL;3.4.-Pornografía de menores;Femenino;2023;3
TOTAL NACIONAL;3.4.-Pornografía de menores;Femenino;2022;4
TOTAL NACIONAL;3.4.-Pornografía de menores;Femenino;2021;5
TOTAL NACIONAL;3.4.-Pornografía de menores;Femenino;2020;7
TOTAL NACIONAL;3.4.-Pornografía de menores;Femenino;2019;5
TOTAL NACIONAL;3.4.-Pornografía de menores;Femenino;2018;8
TOTAL NACIONAL;3.4.-Pornografía de menores;Femenino;2017;17
TOTAL NACIONAL;3.4.-Pornografía de menores;Femenino;2016;5
TOTAL NACIONAL;3.4.-Pornografía de menores;Femenino;2015;3
TOTAL NACIONAL;3.4.-Pornografía de menores;Femenino;2014;4
TOTAL NACIONAL;3.4.-Pornografía de menores;Femenino;2013;3
TOTAL NACIONAL;3.4.-Pornografía de menores;Femenino;2012;1
TOTAL NACIONAL;3.4.-Pornografía de menores;Femenino;2011;4
TOTAL NACIONAL;3.4.-Pornografía de menores;Femenino;2010;0
TOTAL NACIONAL;3.4.-Pornografía de menores;Ambos sexos;2023;83
TOTAL NACIONAL;3.4.-Pornografía de menores;Ambos sexos;2022;62
TOTAL NACIONAL;3.4.-Pornografía de menores;Ambos sexos;2021;78
TOTAL NACIONAL;3.4.-Pornografía de menores;Ambos sexos;2020;71
TOTAL NACIONAL;3.4.-Pornografía de menores;Ambos sexos;2019;78
TOTAL NACIONAL;3.4.-Pornografía de menores;Ambos sexos;2018;79
TOTAL NACIONAL;3.4.-Pornografía de menores;Ambos sexos;2017;52
TOTAL NACIONAL;3.4.-Pornografía de menores;Ambos sexos;2016;40
TOTAL NACIONAL;3.4.-Pornografía de menores;Ambos sexos;2015;45
TOTAL NACIONAL;3.4.-Pornografía de menores;Ambos sexos;2014;49
TOTAL NACIONAL;3.4.-Pornografía de menores;Ambos sexos;2013;34
TOTAL NACIONAL;3.4.-Pornografía de menores;Ambos sexos;2012;38
TOTAL NACIONAL;3.4.-Pornografía de menores;Ambos sexos;2011;43
TOTAL NACIONAL;3.4.-Pornografía de menores;Ambos sexos;2010;39
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Masculino;2023;430
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Masculino;2022;311
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Masculino;2021;269
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Masculino;2020;247
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Masculino;2019;238
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Masculino;2018;205
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Masculino;2017;223
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Masculino;2016;191
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Masculino;2015;217
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Masculino;2014;233
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Masculino;2013;287
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Masculino;2012;298
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Masculino;2011;348
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Masculino;2010;339
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Femenino;2023;136
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Femenino;2022;78
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Femenino;2021;78
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Femenino;2020;58
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Femenino;2019;74
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Femenino;2018;84
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Femenino;2017;84
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Femenino;2016;96
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Femenino;2015;102
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Femenino;2014;173
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Femenino;2013;181
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Femenino;2012;180
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Femenino;2011;205
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Femenino;2010;254
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Ambos sexos;2023;566
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Ambos sexos;2022;389
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Ambos sexos;2021;347
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Ambos sexos;2020;305
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Ambos sexos;2019;312
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Ambos sexos;2018;289
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Ambos sexos;2017;307
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Ambos sexos;2016;287
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Ambos sexos;2015;319
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Ambos sexos;2014;406
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Ambos sexos;2013;468
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Ambos sexos;2012;478
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Ambos sexos;2011;553
TOTAL NACIONAL;3.5.-Otros contra la libertad sexual;Ambos sexos;2010;593
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Masculino;2023;556
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Masculino;2022;524
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Masculino;2021;519
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Masculino;2020;424
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Masculino;2019;215
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Masculino;2018;239
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Masculino;2017;238
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Masculino;2016;229
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Masculino;2015;272
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Masculino;2014;336
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Masculino;2013;353
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Masculino;2012;369
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Masculino;2011;332
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Masculino;2010;186
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Femenino;2023;274
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Femenino;2022;224
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Femenino;2021;208
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Femenino;2020;159
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Femenino;2019;121
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Femenino;2018;156
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Femenino;2017;129
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Femenino;2016;105
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Femenino;2015;148
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Femenino;2014;210
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Femenino;2013;163
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Femenino;2012;230
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Femenino;2011;184
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Femenino;2010;121
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Ambos sexos;2023;830
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Ambos sexos;2022;748
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Ambos sexos;2021;727
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Ambos sexos;2020;583
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Ambos sexos;2019;336
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Ambos sexos;2018;395
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Ambos sexos;2017;367
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Ambos sexos;2016;334
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Ambos sexos;2015;420
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Ambos sexos;2014;546
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Ambos sexos;2013;516
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Ambos sexos;2012;599
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Ambos sexos;2011;516
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Ambos sexos;2010;307
TOTAL NACIONAL;5. PATRIMONIO;Masculino;2023;68.542
TOTAL NACIONAL;5. PATRIMONIO;Masculino;2022;57.501
