nacionalidad,grupo_quinquenal_de_edad,sexo,periodo,total
Noruega,90 y más años,Mujeres,1 de abril de 2023,45
Noruega,90 y más años,Mujeres,1 de enero de 2023,49
Noruega,90 y más años,Mujeres,1 de octubre de 2022,48
Noruega,90 y más años,Mujeres,1 de julio de 2022,50
Noruega,90 y más años,Mujeres,1 de abril de 2022,50
Noruega,90 y más años,Mujeres,1 de enero de 2022,46
Noruega,90 y más años,Mujeres,1 de octubre de 2021,48
Noruega,90 y más años,Mujeres,1 de julio de 2021,49
Noruega,90 y más años,Mujeres,1 de abril de 2021,46
Noruega,90 y más años,Mujeres,1 de enero de 2021,44
Noruega,90 y más años,Mujeres,1 de octubre de 2020,
Noruega,90 y más años,Mujeres,1 de julio de 2020,43
Noruega,90 y más años,Mujeres,1 de abril de 2020,
Noruega,90 y más años,Mujeres,1 de enero de 2020,54
Noruega,90 y más años,Mujeres,1 de octubre de 2019,
Noruega,90 y más años,Mujeres,1 de julio de 2019,51
Noruega,90 y más años,Mujeres,1 de abril de 2019,
Noruega,90 y más años,Mujeres,1 de enero de 2019,53
Noruega,90 y más años,Mujeres,1 de octubre de 2018,
Noruega,90 y más años,Mujeres,1 de julio de 2018,53
Noruega,90 y más años,Mujeres,1 de abril de 2018,
Noruega,90 y más años,Mujeres,1 de enero de 2018,67
Noruega,90 y más años,Mujeres,1 de octubre de 2017,
Noruega,90 y más años,Mujeres,1 de julio de 2017,68
Noruega,90 y más años,Mujeres,1 de abril de 2017,
Noruega,90 y más años,Mujeres,1 de enero de 2017,95
Noruega,90 y más años,Mujeres,1 de octubre de 2016,
Noruega,90 y más años,Mujeres,1 de julio de 2016,89
Noruega,90 y más años,Mujeres,1 de abril de 2016,
Noruega,90 y más años,Mujeres,1 de enero de 2016,85
Noruega,90 y más años,Mujeres,1 de octubre de 2015,
Noruega,90 y más años,Mujeres,1 de julio de 2015,87
Noruega,90 y más años,Mujeres,1 de abril de 2015,
Noruega,90 y más años,Mujeres,1 de enero de 2015,78
Noruega,90 y más años,Mujeres,1 de octubre de 2014,
Noruega,90 y más años,Mujeres,1 de julio de 2014,77
Noruega,90 y más años,Mujeres,1 de abril de 2014,
Noruega,90 y más años,Mujeres,1 de enero de 2014,70
Noruega,90 y más años,Mujeres,1 de octubre de 2013,
Noruega,90 y más años,Mujeres,1 de julio de 2013,70
Noruega,90 y más años,Mujeres,1 de abril de 2013,
Noruega,90 y más años,Mujeres,1 de enero de 2013,64
Noruega,90 y más años,Mujeres,1 de octubre de 2012,
Noruega,90 y más años,Mujeres,1 de julio de 2012,58
Noruega,90 y más años,Mujeres,1 de abril de 2012,
Noruega,90 y más años,Mujeres,1 de enero de 2012,55
Noruega,90 y más años,Mujeres,1 de octubre de 2011,
Noruega,90 y más años,Mujeres,1 de julio de 2011,50
Noruega,90 y más años,Mujeres,1 de abril de 2011,
Noruega,90 y más años,Mujeres,1 de enero de 2011,48
Noruega,90 y más años,Mujeres,1 de octubre de 2010,
Noruega,90 y más años,Mujeres,1 de julio de 2010,41
Noruega,90 y más años,Mujeres,1 de abril de 2010,
Noruega,90 y más años,Mujeres,1 de enero de 2010,33
Suiza,Todas las edades,Total,1 de octubre de 2023,14.995
Suiza,Todas las edades,Total,1 de julio de 2023,14.884
Suiza,Todas las edades,Total,1 de abril de 2023,14.899
Suiza,Todas las edades,Total,1 de enero de 2023,14.705
Suiza,Todas las edades,Total,1 de octubre de 2022,14.591
Suiza,Todas las edades,Total,1 de julio de 2022,14.362
Suiza,Todas las edades,Total,1 de abril de 2022,14.183
Suiza,Todas las edades,Total,1 de enero de 2022,14.030
Suiza,Todas las edades,Total,1 de octubre de 2021,13.807
Suiza,Todas las edades,Total,1 de julio de 2021,13.458
Suiza,Todas las edades,Total,1 de abril de 2021,13.127
Suiza,Todas las edades,Total,1 de enero de 2021,13.046
Suiza,Todas las edades,Total,1 de octubre de 2020,
Suiza,Todas las edades,Total,1 de julio de 2020,12.801
Suiza,Todas las edades,Total,1 de abril de 2020,
Suiza,Todas las edades,Total,1 de enero de 2020,12.873
Suiza,Todas las edades,Total,1 de octubre de 2019,
Suiza,Todas las edades,Total,1 de julio de 2019,12.744
Suiza,Todas las edades,Total,1 de abril de 2019,
Suiza,Todas las edades,Total,1 de enero de 2019,12.668
Suiza,Todas las edades,Total,1 de octubre de 2018,
Suiza,Todas las edades,Total,1 de julio de 2018,12.706
Suiza,Todas las edades,Total,1 de abril de 2018,
Suiza,Todas las edades,Total,1 de enero de 2018,12.705
Suiza,Todas las edades,Total,1 de octubre de 2017,
Suiza,Todas las edades,Total,1 de julio de 2017,12.544
Suiza,Todas las edades,Total,1 de abril de 2017,
Suiza,Todas las edades,Total,1 de enero de 2017,12.555
Suiza,Todas las edades,Total,1 de octubre de 2016,
Suiza,Todas las edades,Total,1 de julio de 2016,12.566
Suiza,Todas las edades,Total,1 de abril de 2016,
Suiza,Todas las edades,Total,1 de enero de 2016,12.645
Suiza,Todas las edades,Total,1 de octubre de 2015,
Suiza,Todas las edades,Total,1 de julio de 2015,12.648
Suiza,Todas las edades,Total,1 de abril de 2015,
Suiza,Todas las edades,Total,1 de enero de 2015,12.807
Suiza,Todas las edades,Total,1 de octubre de 2014,
Suiza,Todas las edades,Total,1 de julio de 2014,13.066
Suiza,Todas las edades,Total,1 de abril de 2014,
Suiza,Todas las edades,Total,1 de enero de 2014,13.390
Suiza,Todas las edades,Total,1 de octubre de 2013,
Suiza,Todas las edades,Total,1 de julio de 2013,13.741
Suiza,Todas las edades,Total,1 de abril de 2013,
Suiza,Todas las edades,Total,1 de enero de 2013,14.053
Suiza,Todas las edades,Total,1 de octubre de 2012,
Suiza,Todas las edades,Total,1 de julio de 2012,14.170
Suiza,Todas las edades,Total,1 de abril de 2012,
Suiza,Todas las edades,Total,1 de enero de 2012,14.594
Suiza,Todas las edades,Total,1 de octubre de 2011,
Suiza,Todas las edades,Total,1 de julio de 2011,14.618
Suiza,Todas las edades,Total,1 de abril de 2011,
Suiza,Todas las edades,Total,1 de enero de 2011,14.788
Suiza,Todas las edades,Total,1 de octubre de 2010,
Suiza,Todas las edades,Total,1 de julio de 2010,14.997
Suiza,Todas las edades,Total,1 de abril de 2010,
Suiza,Todas las edades,Total,1 de enero de 2010,15.244
Suiza,Todas las edades,Hombres,1 de octubre de 2023,7.087
Suiza,Todas las edades,Hombres,1 de julio de 2023,7.034
Suiza,Todas las edades,Hombres,1 de abril de 2023,7.024
Suiza,Todas las edades,Hombres,1 de enero de 2023,6.953
Suiza,Todas las edades,Hombres,1 de octubre de 2022,6.889
Suiza,Todas las edades,Hombres,1 de julio de 2022,6.772
Suiza,Todas las edades,Hombres,1 de abril de 2022,6.690
Suiza,Todas las edades,Hombres,1 de enero de 2022,6.603
Suiza,Todas las edades,Hombres,1 de octubre de 2021,6.510
Suiza,Todas las edades,Hombres,1 de julio de 2021,6.341
Suiza,Todas las edades,Hombres,1 de abril de 2021,6.198
Suiza,Todas las edades,Hombres,1 de enero de 2021,6.154
Suiza,Todas las edades,Hombres,1 de octubre de 2020,
Suiza,Todas las edades,Hombres,1 de julio de 2020,6.026
Suiza,Todas las edades,Hombres,1 de abril de 2020,
Suiza,Todas las edades,Hombres,1 de enero de 2020,6.065
Suiza,Todas las edades,Hombres,1 de octubre de 2019,
Suiza,Todas las edades,Hombres,1 de julio de 2019,6.030
Suiza,Todas las edades,Hombres,1 de abril de 2019,
Suiza,Todas las edades,Hombres,1 de enero de 2019,6.018
Suiza,Todas las edades,Hombres,1 de octubre de 2018,
Suiza,Todas las edades,Hombres,1 de julio de 2018,6.049
Suiza,Todas las edades,Hombres,1 de abril de 2018,
Suiza,Todas las edades,Hombres,1 de enero de 2018,6.036
Suiza,Todas las edades,Hombres,1 de octubre de 2017,
Suiza,Todas las edades,Hombres,1 de julio de 2017,5.976
Suiza,Todas las edades,Hombres,1 de abril de 2017,
Suiza,Todas las edades,Hombres,1 de enero de 2017,5.998
Suiza,Todas las edades,Hombres,1 de octubre de 2016,
Suiza,Todas las edades,Hombres,1 de julio de 2016,6.022
Suiza,Todas las edades,Hombres,1 de abril de 2016,
Suiza,Todas las edades,Hombres,1 de enero de 2016,6.075
Suiza,Todas las edades,Hombres,1 de octubre de 2015,
Suiza,Todas las edades,Hombres,1 de julio de 2015,6.067
Suiza,Todas las edades,Hombres,1 de abril de 2015,
Suiza,Todas las edades,Hombres,1 de enero de 2015,6.154
Suiza,Todas las edades,Hombres,1 de octubre de 2014,
Suiza,Todas las edades,Hombres,1 de julio de 2014,6.310
Suiza,Todas las edades,Hombres,1 de abril de 2014,
Suiza,Todas las edades,Hombres,1 de enero de 2014,6.481
Suiza,Todas las edades,Hombres,1 de octubre de 2013,
Suiza,Todas las edades,Hombres,1 de julio de 2013,6.688
Suiza,Todas las edades,Hombres,1 de abril de 2013,
Suiza,Todas las edades,Hombres,1 de enero de 2013,6.834
Suiza,Todas las edades,Hombres,1 de octubre de 2012,
Suiza,Todas las edades,Hombres,1 de julio de 2012,6.896
Suiza,Todas las edades,Hombres,1 de abril de 2012,
Suiza,Todas las edades,Hombres,1 de enero de 2012,7.109
Suiza,Todas las edades,Hombres,1 de octubre de 2011,
Suiza,Todas las edades,Hombres,1 de julio de 2011,7.102
Suiza,Todas las edades,Hombres,1 de abril de 2011,
Suiza,Todas las edades,Hombres,1 de enero de 2011,7.190
Suiza,Todas las edades,Hombres,1 de octubre de 2010,
Suiza,Todas las edades,Hombres,1 de julio de 2010,7.297
Suiza,Todas las edades,Hombres,1 de abril de 2010,
Suiza,Todas las edades,Hombres,1 de enero de 2010,7.434
Suiza,Todas las edades,Mujeres,1 de octubre de 2023,7.908
Suiza,Todas las edades,Mujeres,1 de julio de 2023,7.850
Suiza,Todas las edades,Mujeres,1 de abril de 2023,7.875
Suiza,Todas las edades,Mujeres,1 de enero de 2023,7.752
Suiza,Todas las edades,Mujeres,1 de octubre de 2022,7.702
Suiza,Todas las edades,Mujeres,1 de julio de 2022,7.590
Suiza,Todas las edades,Mujeres,1 de abril de 2022,7.493
Suiza,Todas las edades,Mujeres,1 de enero de 2022,7.427
Suiza,Todas las edades,Mujeres,1 de octubre de 2021,7.297
Suiza,Todas las edades,Mujeres,1 de julio de 2021,7.117
Suiza,Todas las edades,Mujeres,1 de abril de 2021,6.929
Suiza,Todas las edades,Mujeres,1 de enero de 2021,6.892
Suiza,Todas las edades,Mujeres,1 de octubre de 2020,
Suiza,Todas las edades,Mujeres,1 de julio de 2020,6.775
Suiza,Todas las edades,Mujeres,1 de abril de 2020,
Suiza,Todas las edades,Mujeres,1 de enero de 2020,6.808
Suiza,Todas las edades,Mujeres,1 de octubre de 2019,
Suiza,Todas las edades,Mujeres,1 de julio de 2019,6.714
Suiza,Todas las edades,Mujeres,1 de abril de 2019,
Suiza,Todas las edades,Mujeres,1 de enero de 2019,6.650
Suiza,Todas las edades,Mujeres,1 de octubre de 2018,
Suiza,Todas las edades,Mujeres,1 de julio de 2018,6.657
Suiza,Todas las edades,Mujeres,1 de abril de 2018,
Suiza,Todas las edades,Mujeres,1 de enero de 2018,6.669
Suiza,Todas las edades,Mujeres,1 de octubre de 2017,
Suiza,Todas las edades,Mujeres,1 de julio de 2017,6.568
Suiza,Todas las edades,Mujeres,1 de abril de 2017,
Suiza,Todas las edades,Mujeres,1 de enero de 2017,6.557
Suiza,Todas las edades,Mujeres,1 de octubre de 2016,
Suiza,Todas las edades,Mujeres,1 de julio de 2016,6.544
Suiza,Todas las edades,Mujeres,1 de abril de 2016,
Suiza,Todas las edades,Mujeres,1 de enero de 2016,6.570
Suiza,Todas las edades,Mujeres,1 de octubre de 2015,
Suiza,Todas las edades,Mujeres,1 de julio de 2015,6.581
Suiza,Todas las edades,Mujeres,1 de abril de 2015,
Suiza,Todas las edades,Mujeres,1 de enero de 2015,6.653
Suiza,Todas las edades,Mujeres,1 de octubre de 2014,
Suiza,Todas las edades,Mujeres,1 de julio de 2014,6.756
Suiza,Todas las edades,Mujeres,1 de abril de 2014,
Suiza,Todas las edades,Mujeres,1 de enero de 2014,6.909
Suiza,Todas las edades,Mujeres,1 de octubre de 2013,
Suiza,Todas las edades,Mujeres,1 de julio de 2013,7.053
Suiza,Todas las edades,Mujeres,1 de abril de 2013,
Suiza,Todas las edades,Mujeres,1 de enero de 2013,7.219
Suiza,Todas las edades,Mujeres,1 de octubre de 2012,
Suiza,Todas las edades,Mujeres,1 de julio de 2012,7.274
Suiza,Todas las edades,Mujeres,1 de abril de 2012,
Suiza,Todas las edades,Mujeres,1 de enero de 2012,7.485
Suiza,Todas las edades,Mujeres,1 de octubre de 2011,
Suiza,Todas las edades,Mujeres,1 de julio de 2011,7.516
Suiza,Todas las edades,Mujeres,1 de abril de 2011,
Suiza,Todas las edades,Mujeres,1 de enero de 2011,7.599
Suiza,Todas las edades,Mujeres,1 de octubre de 2010,
Suiza,Todas las edades,Mujeres,1 de julio de 2010,7.700
Suiza,Todas las edades,Mujeres,1 de abril de 2010,
Suiza,Todas las edades,Mujeres,1 de enero de 2010,7.810
Suiza,De 0 a 4 años,Total,1 de octubre de 2023,300
Suiza,De 0 a 4 años,Total,1 de julio de 2023,298
Suiza,De 0 a 4 años,Total,1 de abril de 2023,304
Suiza,De 0 a 4 años,Total,1 de enero de 2023,297
Suiza,De 0 a 4 años,Total,1 de octubre de 2022,301
Suiza,De 0 a 4 años,Total,1 de julio de 2022,296
Suiza,De 0 a 4 años,Total,1 de abril de 2022,296
Suiza,De 0 a 4 años,Total,1 de enero de 2022,291
Suiza,De 0 a 4 años,Total,1 de octubre de 2021,300
Suiza,De 0 a 4 años,Total,1 de julio de 2021,291
Suiza,De 0 a 4 años,Total,1 de abril de 2021,283
Suiza,De 0 a 4 años,Total,1 de enero de 2021,290
Suiza,De 0 a 4 años,Total,1 de octubre de 2020,
Suiza,De 0 a 4 años,Total,1 de julio de 2020,259
Suiza,De 0 a 4 años,Total,1 de abril de 2020,
Suiza,De 0 a 4 años,Total,1 de enero de 2020,262
Suiza,De 0 a 4 años,Total,1 de octubre de 2019,
Suiza,De 0 a 4 años,Total,1 de julio de 2019,230
Suiza,De 0 a 4 años,Total,1 de abril de 2019,
Suiza,De 0 a 4 años,Total,1 de enero de 2019,218
Suiza,De 0 a 4 años,Total,1 de octubre de 2018,
Suiza,De 0 a 4 años,Total,1 de julio de 2018,202
Suiza,De 0 a 4 años,Total,1 de abril de 2018,
Suiza,De 0 a 4 años,Total,1 de enero de 2018,203
Suiza,De 0 a 4 años,Total,1 de octubre de 2017,
Suiza,De 0 a 4 años,Total,1 de julio de 2017,177
Suiza,De 0 a 4 años,Total,1 de abril de 2017,
Suiza,De 0 a 4 años,Total,1 de enero de 2017,175
Suiza,De 0 a 4 años,Total,1 de octubre de 2016,
Suiza,De 0 a 4 años,Total,1 de julio de 2016,166
Suiza,De 0 a 4 años,Total,1 de abril de 2016,
Suiza,De 0 a 4 años,Total,1 de enero de 2016,156
Suiza,De 0 a 4 años,Total,1 de octubre de 2015,
Suiza,De 0 a 4 años,Total,1 de julio de 2015,141
Suiza,De 0 a 4 años,Total,1 de abril de 2015,
Suiza,De 0 a 4 años,Total,1 de enero de 2015,132
Suiza,De 0 a 4 años,Total,1 de octubre de 2014,
Suiza,De 0 a 4 años,Total,1 de julio de 2014,130
Suiza,De 0 a 4 años,Total,1 de abril de 2014,
Suiza,De 0 a 4 años,Total,1 de enero de 2014,136
Suiza,De 0 a 4 años,Total,1 de octubre de 2013,
Suiza,De 0 a 4 años,Total,1 de julio de 2013,121
Suiza,De 0 a 4 años,Total,1 de abril de 2013,
Suiza,De 0 a 4 años,Total,1 de enero de 2013,128
Suiza,De 0 a 4 años,Total,1 de octubre de 2012,
Suiza,De 0 a 4 años,Total,1 de julio de 2012,131
Suiza,De 0 a 4 años,Total,1 de abril de 2012,
Suiza,De 0 a 4 años,Total,1 de enero de 2012,141
Suiza,De 0 a 4 años,Total,1 de octubre de 2011,
Suiza,De 0 a 4 años,Total,1 de julio de 2011,138
Suiza,De 0 a 4 años,Total,1 de abril de 2011,
Suiza,De 0 a 4 años,Total,1 de enero de 2011,156
Suiza,De 0 a 4 años,Total,1 de octubre de 2010,
Suiza,De 0 a 4 años,Total,1 de julio de 2010,177
Suiza,De 0 a 4 años,Total,1 de abril de 2010,
Suiza,De 0 a 4 años,Total,1 de enero de 2010,189
Suiza,De 0 a 4 años,Hombres,1 de octubre de 2023,166
Suiza,De 0 a 4 años,Hombres,1 de julio de 2023,169
Suiza,De 0 a 4 años,Hombres,1 de abril de 2023,168
Suiza,De 0 a 4 años,Hombres,1 de enero de 2023,169
Suiza,De 0 a 4 años,Hombres,1 de octubre de 2022,165
Suiza,De 0 a 4 años,Hombres,1 de julio de 2022,159
Suiza,De 0 a 4 años,Hombres,1 de abril de 2022,157
Suiza,De 0 a 4 años,Hombres,1 de enero de 2022,159
Suiza,De 0 a 4 años,Hombres,1 de octubre de 2021,163
Suiza,De 0 a 4 años,Hombres,1 de julio de 2021,156
Suiza,De 0 a 4 años,Hombres,1 de abril de 2021,154
Suiza,De 0 a 4 años,Hombres,1 de enero de 2021,157
Suiza,De 0 a 4 años,Hombres,1 de octubre de 2020,
Suiza,De 0 a 4 años,Hombres,1 de julio de 2020,134
Suiza,De 0 a 4 años,Hombres,1 de abril de 2020,
Suiza,De 0 a 4 años,Hombres,1 de enero de 2020,133
Suiza,De 0 a 4 años,Hombres,1 de octubre de 2019,
Suiza,De 0 a 4 años,Hombres,1 de julio de 2019,112
Suiza,De 0 a 4 años,Hombres,1 de abril de 2019,
Suiza,De 0 a 4 años,Hombres,1 de enero de 2019,112
Suiza,De 0 a 4 años,Hombres,1 de octubre de 2018,
Suiza,De 0 a 4 años,Hombres,1 de julio de 2018,100
Suiza,De 0 a 4 años,Hombres,1 de abril de 2018,
Suiza,De 0 a 4 años,Hombres,1 de enero de 2018,95
Suiza,De 0 a 4 años,Hombres,1 de octubre de 2017,
Suiza,De 0 a 4 años,Hombres,1 de julio de 2017,88
Suiza,De 0 a 4 años,Hombres,1 de abril de 2017,
Suiza,De 0 a 4 años,Hombres,1 de enero de 2017,89
Suiza,De 0 a 4 años,Hombres,1 de octubre de 2016,
Suiza,De 0 a 4 años,Hombres,1 de julio de 2016,92
Suiza,De 0 a 4 años,Hombres,1 de abril de 2016,
Suiza,De 0 a 4 años,Hombres,1 de enero de 2016,86
Suiza,De 0 a 4 años,Hombres,1 de octubre de 2015,
Suiza,De 0 a 4 años,Hombres,1 de julio de 2015,75
Suiza,De 0 a 4 años,Hombres,1 de abril de 2015,
Suiza,De 0 a 4 años,Hombres,1 de enero de 2015,67
Suiza,De 0 a 4 años,Hombres,1 de octubre de 2014,
Suiza,De 0 a 4 años,Hombres,1 de julio de 2014,63
Suiza,De 0 a 4 años,Hombres,1 de abril de 2014,
Suiza,De 0 a 4 años,Hombres,1 de enero de 2014,69
Suiza,De 0 a 4 años,Hombres,1 de octubre de 2013,
Suiza,De 0 a 4 años,Hombres,1 de julio de 2013,64
Suiza,De 0 a 4 años,Hombres,1 de abril de 2013,
Suiza,De 0 a 4 años,Hombres,1 de enero de 2013,68
Suiza,De 0 a 4 años,Hombres,1 de octubre de 2012,
Suiza,De 0 a 4 años,Hombres,1 de julio de 2012,75
Suiza,De 0 a 4 años,Hombres,1 de abril de 2012,
Suiza,De 0 a 4 años,Hombres,1 de enero de 2012,81
Suiza,De 0 a 4 años,Hombres,1 de octubre de 2011,
Suiza,De 0 a 4 años,Hombres,1 de julio de 2011,75
Suiza,De 0 a 4 años,Hombres,1 de abril de 2011,
Suiza,De 0 a 4 años,Hombres,1 de enero de 2011,88
Suiza,De 0 a 4 años,Hombres,1 de octubre de 2010,
Suiza,De 0 a 4 años,Hombres,1 de julio de 2010,98
Suiza,De 0 a 4 años,Hombres,1 de abril de 2010,
Suiza,De 0 a 4 años,Hombres,1 de enero de 2010,101
Suiza,De 0 a 4 años,Mujeres,1 de octubre de 2023,134
Suiza,De 0 a 4 años,Mujeres,1 de julio de 2023,129
Suiza,De 0 a 4 años,Mujeres,1 de abril de 2023,136
Suiza,De 0 a 4 años,Mujeres,1 de enero de 2023,128
Suiza,De 0 a 4 años,Mujeres,1 de octubre de 2022,136
Suiza,De 0 a 4 años,Mujeres,1 de julio de 2022,137
Suiza,De 0 a 4 años,Mujeres,1 de abril de 2022,139
Suiza,De 0 a 4 años,Mujeres,1 de enero de 2022,132
Suiza,De 0 a 4 años,Mujeres,1 de octubre de 2021,137
Suiza,De 0 a 4 años,Mujeres,1 de julio de 2021,135
Suiza,De 0 a 4 años,Mujeres,1 de abril de 2021,129
Suiza,De 0 a 4 años,Mujeres,1 de enero de 2021,133
Suiza,De 0 a 4 años,Mujeres,1 de octubre de 2020,
Suiza,De 0 a 4 años,Mujeres,1 de julio de 2020,125
Suiza,De 0 a 4 años,Mujeres,1 de abril de 2020,
Suiza,De 0 a 4 años,Mujeres,1 de enero de 2020,129
Suiza,De 0 a 4 años,Mujeres,1 de octubre de 2019,
Suiza,De 0 a 4 años,Mujeres,1 de julio de 2019,118
Suiza,De 0 a 4 años,Mujeres,1 de abril de 2019,
Suiza,De 0 a 4 años,Mujeres,1 de enero de 2019,106
Suiza,De 0 a 4 años,Mujeres,1 de octubre de 2018,
Suiza,De 0 a 4 años,Mujeres,1 de julio de 2018,102
Suiza,De 0 a 4 años,Mujeres,1 de abril de 2018,
Suiza,De 0 a 4 años,Mujeres,1 de enero de 2018,108
Suiza,De 0 a 4 años,Mujeres,1 de octubre de 2017,
Suiza,De 0 a 4 años,Mujeres,1 de julio de 2017,89
Suiza,De 0 a 4 años,Mujeres,1 de abril de 2017,
Suiza,De 0 a 4 años,Mujeres,1 de enero de 2017,86
Suiza,De 0 a 4 años,Mujeres,1 de octubre de 2016,
Suiza,De 0 a 4 años,Mujeres,1 de julio de 2016,74
Suiza,De 0 a 4 años,Mujeres,1 de abril de 2016,
Suiza,De 0 a 4 años,Mujeres,1 de enero de 2016,70
Suiza,De 0 a 4 años,Mujeres,1 de octubre de 2015,
Suiza,De 0 a 4 años,Mujeres,1 de julio de 2015,66
Suiza,De 0 a 4 años,Mujeres,1 de abril de 2015,
Suiza,De 0 a 4 años,Mujeres,1 de enero de 2015,65
Suiza,De 0 a 4 años,Mujeres,1 de octubre de 2014,
Suiza,De 0 a 4 años,Mujeres,1 de julio de 2014,67
Suiza,De 0 a 4 años,Mujeres,1 de abril de 2014,
Suiza,De 0 a 4 años,Mujeres,1 de enero de 2014,67
Suiza,De 0 a 4 años,Mujeres,1 de octubre de 2013,
Suiza,De 0 a 4 años,Mujeres,1 de julio de 2013,57
Suiza,De 0 a 4 años,Mujeres,1 de abril de 2013,
Suiza,De 0 a 4 años,Mujeres,1 de enero de 2013,60
Suiza,De 0 a 4 años,Mujeres,1 de octubre de 2012,
Suiza,De 0 a 4 años,Mujeres,1 de julio de 2012,56
Suiza,De 0 a 4 años,Mujeres,1 de abril de 2012,
Suiza,De 0 a 4 años,Mujeres,1 de enero de 2012,60
Suiza,De 0 a 4 años,Mujeres,1 de octubre de 2011,
Suiza,De 0 a 4 años,Mujeres,1 de julio de 2011,63
